,Tweets,len,ID,Date,Source,Likes,RTs,User Location,Geo,Coordinates
23,"@andreazzaeditor Palocci assumiu a Casa Civil lambuzado de sopa enlatada, e com a denúncia do caseiro sendo investigada. Manuela foi candidata apesar de participar da lista da Odebrecht. Haddad estava com 31 denúncias em investigação. Achas mesmo que a motosserra era injusta ?",277,1065320775304052736,2018-11-21 19:07:20,Twitter for iPhone,0,0,Gravataí,,
24,@brasil247 @afccontador Haddad é Lula Haddad é Lula com Manuela  Haddad é Lula com Manuela com Boulos MST com o Povo Todo! Terapia contra Facismo e Choque Democrático!,167,1065320494134673415,2018-11-21 19:06:13,Twitter for Android,0,2,,,
25,no meu quarto tem foto de stray kids bap bts twice 4minute shinee e um adesivo de carro do haddad com a manuela,111,1065316303613902854,2018-11-21 18:49:34,Twitter for Android,0,0,,,
26,"@DonSergiones @Haddad_Fernando 😂😂😂😂😂😂 Achei aqui um contador de piadas aqui. Lula está preso, Frauddad, Manuela Avião e o Boulos já tem seus processos na justiça e estão na mira. Me diga: O que você vai fazer pra ser preso também?",230,1065314985818099714,2018-11-21 18:44:19,Twitter for Android,0,0,,,
27,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065314759711563776,2018-11-21 18:43:25,Twitter for Android,0,46,,,
28,"Lula, Haddad, Ciro, Marina, Dilma, Boulos, Manuela, sua avó: - a  Minions: - CANALHAS, CORRUPTOS, COMUNISTAS, VAGABUNDOS, GAYZISTAS, BANDIDOS, DESGRAÇADOS  Biroliro: Onyx Lorenzoni e Luiz Mandetta  Minion: - querido presida meu amor, q vacilinho  VÃO SE FODER",259,1065314214871478272,2018-11-21 18:41:16,Twitter for Android,0,0,,,
29,@brasil247 @afccontador Haddad é Lula Haddad é Lula com Manuela  Haddad é Lula com Manuela com Boulos MST com o Povo Todo! Terapia contra Facismo e Choque Democrático!,167,1065307246396096512,2018-11-21 18:13:34,Twitter for Android,4,2,ABC,,
30,"@ManuelaDavila Marcos 13:14 Então, quando virdes o sacrilégio horrível posicionado no lugar onde não deve estar , os que estiverem na Judéia fujam para os montes.  https://t.co/gNHhdqkza6",187,1065304263000231936,2018-11-21 18:01:43,Twitter Web Client,0,0,"Brasília, Brazil",,
31,"""Sinto muita falta deles "" diz padre sobre Haddad  e Manuela após sumirem da missa depois das eleições. https://t.co/HzqsXm8obn",127,1065304105814556675,2018-11-21 18:01:05,Twitter for iPhone,0,0,"Canaã dos Carajás, Brasil",,
32,"""Meu amor, hoje eu estou com mais saudades de você do que o padre está sentindo da Manuela e do Haddad na missa.""  As mina pira no romantismo. — se sentindo sarcástica",167,1065298632201654273,2018-11-21 17:39:20,Facebook,0,0,,,
33,"@drubidol @bchartsbc O Haddad não o PT linda. Não tinha nada que o Ciro poderia fazer no segundo turno, não iria mudar o resultados das eleições. Apenas vocês turma da lacração está com ódio do Ciro. Manuela com certeza irá apoiar o Ciro em 2022 e se duvidar até o Haddad, chora bb.",282,1065293887990874115,2018-11-21 17:20:29,Twitter Web Client,0,0,"Presidente Prudente, Brasil",,
34,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065286618364432389,2018-11-21 16:51:36,Twitter Web Client,0,46,,,
35,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065284830022254592,2018-11-21 16:44:30,Twitter for iPhone,0,46,,,
36,"@krixina @iknowplcess Eu votei e me arrependo, da mesma forma que não me orgulho de  ter votado no Haddad, mas pelo menos não votei no coiso.",141,1065281903165669382,2018-11-21 16:32:52,Twitter for iPhone,0,8,,,
37,@gleisi @Haddad_Fernando @PTnoSenado @PauloRocha_13 @guimaraes13PT @DeputadoFederal @CarlosZarattini @humbertocostapt Cadê a Manuela?,133,1065275782778552320,2018-11-21 16:08:33,Twitter Lite,0,0,"Goiânia, Brasil",,
38,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065272165308747776,2018-11-21 15:54:10,Twitter for Android,0,46,Rio Grande do Sul,,
39,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065268470273720320,2018-11-21 15:39:29,Twitter for Android,0,46,"Canoas, Brasil",,
40,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065260731879301120,2018-11-21 15:08:44,Twitter for Android,0,46,,,
41,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065259272014049280,2018-11-21 15:02:56,Twitter for Android,0,46,,,
42,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065253397274738688,2018-11-21 14:39:36,Twitter Web Client,0,46,Brasil,,
43,"@GuilhermeBoulos Sr.Boulos palavras vindas do Senhor, da Gleise, Lindenberg, Jean, Manuela, Haddad, só são ouvidas porque a maioria da população não é surda, minguem da credibilidade! Deveriam cuidar de suas famílias, que com certeza passam vergonha quando saem às ruas com vocês!",280,1065251532210348034,2018-11-21 14:32:11,Twitter for iPhone,0,0,Maringá - Paraná,,
44,"@JoselitoMuller3 Quando ele for preso (Haddad), ela (Manuela) que assume. Aí vai ser o filme “Dilma três – a revanche” HUAHUAHUA 😂 Sensacional!",143,1065250672759775233,2018-11-21 14:28:46,Twitter Web Client,2,0,word,,
45,"O PT vai acabar sabe como? Como a máfia. Quando eles não tiverem mais saída, vai ser cada um por si. Vai ser Dilma entregando Lula, Lula entregando Haddad, Gleise entregando Manuela. É isso que vai acontecer. Pode anotar aí.",224,1065248668406726656,2018-11-21 14:20:48,Twitter Web Client,0,0,,,
46,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065242182234382336,2018-11-21 13:55:02,Twitter for Android,0,46,,,
47,"Quero lembrar a Manuela D'Ávila e Fernando Haddad que têm missa hoje, não deixem esfriar a fé hein",98,1065239380829396994,2018-11-21 13:43:54,Facebook,0,0,,,
